Date,Category,Payment Mode,Description,Amount Paid,Cashback
2023-02-22,Groceries,Cash,Organic Produce,1902.71,1.59
2023-02-22,Utilities,Online,Water Bill,972.03,92.28
2023-02-22,Dining Out,Cash,Fast Food Meal,589.61,26.27
2023-02-22,Entertainment,Online,Movie Tickets,273.5,4.37
2023-02-22,Housing,Online,Property Taxes,3994.14,306.12
2023-02-23,Health & Fitness,Cash,Medical Consultations,3073.12,72.47
2023-02-23,Entertainment,Cash,Concert Tickets,2308.79,118.63
2023-02-23,Utilities,Cash,Water Bill,636.84,16.86
2023-02-24,Groceries,Online,Meat And Fish,1298.66,17.05
2023-02-24,Travel,Online,Dining While Traveling,1360.89,51.89
2023-02-24,Dining Out,Online,Coffee Shop Visit,392.23,0.43
2023-02-25,Housing,Online,HOA Fees,1887.08,84.61
2023-02-25,Clothing,Cash,Children's Apparel,1996.58,102.22
2023-02-25,Housing,Cash,Property Taxes,2589.06,50.91
2023-02-26,Entertainment,Cash,Art Supplies,444.99,20.19
2023-02-26,Subscriptions,Online,Software Licenses,1929.6,61.36
2023-02-26,Dining Out,Cash,Lunch Takeaway,498.32,37.03
2023-02-26,Housing,Online,Property Taxes,4120.85,105.4
2023-02-27,Health & Fitness,Cash,Medical Consultations,4358.21,175.55
2023-02-27,Clothing,Online,Children's Apparel,2900.87,118.6
2023-02-27,Dining Out,Cash,Fast Food Meal,449.69,11.63
2023-02-27,Health & Fitness,Cash,Gym Membership,1498.22,101.11
2023-02-27,Dining Out,Online,Coffee Shop Visit,290.54,23.92
2023-02-28,Clothing,Online,Work Attire,4531.36,418.74
2023-02-28,Entertainment,Online,Video Games,4448.56,255.66
2023-02-28,Housing,Online,HOA Fees,2984.56,156.18
2023-02-28,Entertainment,Cash,Books And E-Books,555.57,48.48
2023-02-28,Utilities,Cash,Mobile Phone Bill,617.87,12.95
2023-02-28,Dining Out,Online,Dinner At A Restaurant,2903.85,4.75
