Date,Category,Payment Mode,Description,Amount Paid,Cashback
2023-01-14,Entertainment,Online,Movie Tickets,766.23,50.8
2023-01-14,Transportation,Online,Public Transit Pass,652.86,8.74
2023-01-14,Clothing,Cash,Seasonal Clothing,2020.62,145.2
2023-01-14,Dining Out,Online,Dinner At A Restaurant,2818.73,70.0
2023-01-15,Health & Fitness,Cash,Physical Therapy Sessions,2483.74,128.31
2023-01-15,Clothing,Online,Footwear,2527.72,221.6
2023-01-15,Dining Out,Online,Coffee Shop Visit,439.83,20.96
2023-01-16,Groceries,Online,Baking Ingredients,512.53,5.76
2023-01-16,Clothing,Online,Formal Wear,2550.55,253.12
2023-01-16,Transportation,Cash,Car Loan Payment,3423.63,123.87
2023-01-16,Subscriptions,Online,Streaming Services,820.29,70.0
2023-01-16,Housing,Cash,Utilities Included,542.72,37.24
2023-01-17,Clothing,Cash,Footwear,1748.81,84.11
2023-01-17,Housing,Cash,Mortgage Payment,10968.36,655.97
2023-01-17,Entertainment,Online,Video Games,3999.2,376.67
2023-01-17,Entertainment,Online,Concert Tickets,1197.88,60.56
2023-01-18,Clothing,Online,Children's Apparel,564.15,39.69
2023-01-18,Housing,Cash,Rent Payment,20989.64,1078.56
2023-01-18,Groceries,Cash,Snacks And Beverages,954.45,72.58
2023-01-18,Clothing,Cash,Tailoring Services,523.69,44.54
2023-01-18,Health & Fitness,Cash,Yoga Classes,894.08,45.81
2023-01-18,Dining Out,Cash,Coffee Shop Visit,483.86,20.3
2023-01-19,Entertainment,Cash,Video Games,2852.51,180.48
2023-01-19,Entertainment,Online,Streaming Equipment,1058.71,25.24
2023-01-20,Subscriptions,Online,Cloud Storage Services,170.6,16.5
2023-01-20,Entertainment,Online,Board Games,1556.63,81.27
2023-01-20,Dining Out,Cash,Coffee Shop Visit,368.66,27.6
2023-01-20,Dining Out,Online,Fast Food Meal,419.55,2.42
2023-01-20,Subscriptions,Online,Software Licenses,1371.85,88.05
2023-01-21,Housing,Online,Home Insurance,1563.61,72.34
2023-01-21,Transportation,Cash,Ride-Sharing Services,974.41,91.01
2023-01-21,Entertainment,Online,Art Supplies,528.29,37.76
2023-01-21,Groceries,Cash,Snacks And Beverages,900.2,58.47
2023-01-21,Clothing,Online,Athletic Wear,1291.9,47.99
2023-01-21,Dining Out,Online,Dinner At A Restaurant,1337.21,127.85
2023-01-21,Dining Out,Cash,Coffee Shop Visit,150.65,1.35
2023-01-22,Utilities,Online,Home Heating Costs,2080.28,31.76
2023-01-22,Travel,Online,Dining While Traveling,925.1,53.09
2023-01-23,Subscriptions,Online,Meal Kit Subscriptions,2657.23,248.31
2023-01-23,Housing,Cash,Home Security System,3607.65,144.21
2023-01-23,Clothing,Cash,Athletic Wear,2355.45,57.55
2023-01-23,Clothing,Cash,Athletic Wear,2699.36,18.37
2023-01-24,Dining Out,Online,Special Occasion Dinner,2692.64,8.12
2023-01-24,Entertainment,Online,Video Games,3307.48,32.78
2023-01-24,Transportation,Online,Bicycle Repairs,822.27,75.53
2023-01-24,Groceries,Cash,Organic Produce,743.77,44.48
2023-01-24,Dining Out,Online,Coffee Shop Visit,327.37,5.98
2023-01-25,Clothing,Online,Underwear And Socks,398.29,21.3
2023-01-25,Clothing,Cash,Footwear,2231.47,112.71
2023-01-25,Subscriptions,Cash,Gym Membership,1599.74,147.46
2023-01-26,Transportation,Cash,Fuel Costs,6221.87,146.14
2023-01-26,Housing,Online,Home Security System,4944.16,36.8
2023-01-26,Subscriptions,Cash,Streaming Services,839.56,37.9
2023-01-26,Housing,Online,Rent Payment,14948.21,774.43
2023-01-27,Groceries,Online,Meat And Fish,2166.48,153.15
2023-01-27,Travel,Online,Tour Activities,1835.48,27.14
2023-01-27,Transportation,Cash,Parking Fees,415.82,31.14
2023-01-27,Health & Fitness,Cash,Yoga Classes,915.93,12.81
2023-01-27,Dining Out,Online,Coffee Shop Visit,219.2,0.37
2023-01-28,Travel,Online,Tour Activities,1088.33,73.12
2023-01-28,Dining Out,Online,Dinner At A Restaurant,1137.28,30.22
2023-01-29,Entertainment,Online,Concert Tickets,2280.4,39.92
2023-01-29,Groceries,Cash,Snacks And Beverages,675.57,32.88
2023-01-29,Dining Out,Online,Desserts And Treats,425.61,23.53
2023-01-29,Subscriptions,Cash,Software Licenses,1318.79,98.87
2023-01-29,Transportation,Cash,Public Transit Pass,1345.05,22.4
2023-01-30,Dining Out,Online,Special Occasion Dinner,3371.9,159.57
2023-01-30,Clothing,Online,Formal Wear,3567.92,62.63
2023-01-30,Clothing,Cash,Seasonal Clothing,1851.14,148.44
2023-01-30,Transportation,Cash,Vehicle Registration Fees,1959.44,114.43
2023-02-01,Health & Fitness,Online,Medical Consultations,3121.96,136.34
2023-02-01,Travel,Cash,Souvenirs,1240.38,90.17
2023-02-01,Dining Out,Cash,Beverages At Bars,1129.56,54.43
2023-02-01,Health & Fitness,Cash,Wellness Programs,451.35,26.28
2023-02-01,Utilities,Cash,Internet Service,1234.34,115.54
2023-02-01,Transportation,Cash,Public Transit Pass,1388.1,29.68
2023-02-02,Health & Fitness,Cash,Yoga Classes,766.56,29.73
2023-02-02,Utilities,Cash,Cable TV Subscription,803.68,28.13
2023-02-02,Groceries,Cash,Staple Grains,546.3,27.46
2023-02-03,Utilities,Online,Mobile Phone Bill,1475.92,99.94
2023-02-03,Travel,Cash,Airfare,28846.91,1516.38
2023-02-03,Dining Out,Online,Coffee Shop Visit,166.34,8.74
2023-02-04,Clothing,Online,Seasonal Clothing,4517.9,300.85
2023-02-04,Clothing,Cash,Seasonal Clothing,4601.22,343.47
2023-02-04,Utilities,Online,Sewer Charges,219.99,21.73
2023-02-04,Clothing,Online,Athletic Wear,1038.65,66.49
2023-02-05,Health & Fitness,Cash,Health Screenings,1719.05,93.49
2023-02-06,Subscriptions,Online,News Websites Subscription,519.18,47.94
2023-02-06,Utilities,Online,Electricity Bill,1563.56,3.22
2023-02-06,Dining Out,Cash,Coffee Shop Visit,230.4,9.4
2023-02-07,Dining Out,Cash,Brunch With Friends,349.35,27.9
2023-02-07,Dining Out,Online,Dinner At A Restaurant,913.78,31.45
2023-02-08,Clothing,Online,Children's Apparel,2671.54,235.2
2023-02-08,Clothing,Online,Footwear,2883.59,135.8
2023-02-08,Travel,Cash,Travel Accessories,615.24,9.67
2023-02-08,Housing,Cash,Utilities Included,1233.94,40.9
2023-02-09,Dining Out,Cash,Desserts And Treats,331.99,15.26
2023-02-09,Utilities,Cash,Sewer Charges,244.92,7.0
2023-02-09,Travel,Cash,Travel Accessories,1932.22,6.79
2023-02-09,Clothing,Cash,Formal Wear,8264.36,690.78
2023-02-09,Dining Out,Online,Brunch With Friends,865.4,86.33
2023-02-09,Dining Out,Online,Coffee Shop Visit,220.79,21.01
2023-02-09,Clothing,Online,Fashion Accessories,743.3,46.27
2023-02-10,Dining Out,Online,Buffet Meals,1456.05,72.69
2023-02-10,Transportation,Cash,Car Loan Payment,8654.58,766.49
2023-02-10,Housing,Online,HOA Fees,706.31,10.85
2023-02-10,Housing,Cash,Home Repairs,9667.81,451.35
2023-02-10,Dining Out,Online,Lunch Takeaway,531.53,49.71
2023-02-11,Utilities,Online,Water Bill,200.83,13.52
2023-02-11,Utilities,Online,Cable TV Subscription,1814.22,82.44
2023-02-11,Groceries,Cash,Snacks And Beverages,1256.59,36.64
2023-02-12,Utilities,Cash,Maintenance Fees,1016.9,5.98
2023-02-12,Dining Out,Cash,Coffee Shop Visit,104.68,4.02
2023-02-13,Clothing,Cash,Formal Wear,9921.67,827.44
2023-02-13,Health & Fitness,Cash,Medical Consultations,531.61,36.1
2023-02-13,Subscriptions,Cash,Digital Magazine Subscriptions,240.32,5.8
2023-02-14,Entertainment,Online,Books And E-Books,992.27,69.57
2023-02-14,Dining Out,Online,Dinner At A Restaurant,1635.34,52.43
2023-02-15,Health & Fitness,Cash,Personal Training Sessions,1436.46,23.47
2023-02-15,Transportation,Online,Fuel Costs,5586.13,551.53
2023-02-15,Dining Out,Online,Coffee Shop Visit,212.18,19.13
2023-02-15,Housing,Cash,Utilities Included,542.47,20.71
2023-02-16,Health & Fitness,Cash,Gym Membership,1465.48,49.76
2023-02-16,Dining Out,Cash,Lunch Takeaway,560.82,14.42
2023-02-16,Housing,Cash,Utilities Included,172.12,11.07
2023-02-16,Groceries,Cash,Frozen Foods,664.1,58.4
2023-02-16,Dining Out,Cash,Beverages At Bars,615.44,13.92
2023-02-17,Subscriptions,Cash,Streaming Services,482.91,42.29
2023-02-17,Housing,Online,Property Taxes,2303.13,214.19
2023-02-18,Health & Fitness,Cash,Gym Membership,2932.09,49.77
2023-02-18,Health & Fitness,Online,Nutritional Supplements,956.06,10.01
2023-02-18,Transportation,Cash,Vehicle Registration Fees,1080.11,35.52
2023-02-18,Transportation,Online,Parking Fees,539.55,8.55
2023-02-18,Dining Out,Online,Coffee Shop Visit,109.89,2.2
2023-02-19,Housing,Cash,Home Security System,1734.22,170.07
2023-02-20,Groceries,Cash,Baking Ingredients,720.58,8.81
2023-02-20,Entertainment,Cash,Art Supplies,1450.71,138.17
2023-02-21,Subscriptions,Cash,News Websites Subscription,292.76,5.73
2023-02-21,Dining Out,Online,Dinner At A Restaurant,1163.01,96.83
2023-02-21,Dining Out,Cash,Coffee Shop Visit,217.01,6.86
2023-02-22,Health & Fitness,Online,Health Insurance Premiums,3248.08,293.35
2023-02-22,Groceries,Cash,Organic Produce,1902.71,1.59
2023-02-22,Utilities,Online,Water Bill,972.03,92.28
2023-02-22,Dining Out,Cash,Fast Food Meal,589.61,26.27
2023-02-22,Entertainment,Online,Movie Tickets,273.5,4.37
2023-02-22,Housing,Online,Property Taxes,3994.14,306.12
2023-02-23,Health & Fitness,Cash,Medical Consultations,3073.12,72.47
2023-02-23,Entertainment,Cash,Concert Tickets,2308.79,118.63
2023-02-23,Utilities,Cash,Water Bill,636.84,16.86
2023-02-24,Groceries,Online,Meat And Fish,1298.66,17.05
2023-02-24,Travel,Online,Dining While Traveling,1360.89,51.89
2023-02-24,Dining Out,Online,Coffee Shop Visit,392.23,0.43
2023-02-25,Housing,Online,HOA Fees,1887.08,84.61
2023-02-25,Clothing,Cash,Children's Apparel,1996.58,102.22
2023-02-25,Housing,Cash,Property Taxes,2589.06,50.91
2023-02-26,Entertainment,Cash,Art Supplies,444.99,20.19
2023-02-26,Subscriptions,Online,Software Licenses,1929.6,61.36
2023-02-26,Dining Out,Cash,Lunch Takeaway,498.32,37.03
2023-02-26,Housing,Online,Property Taxes,4120.85,105.4
2023-02-27,Health & Fitness,Cash,Medical Consultations,4358.21,175.55
2023-02-27,Clothing,Online,Children's Apparel,2900.87,118.6
2023-02-27,Dining Out,Cash,Fast Food Meal,449.69,11.63
2023-02-27,Health & Fitness,Cash,Gym Membership,1498.22,101.11
2023-02-27,Dining Out,Online,Coffee Shop Visit,290.54,23.92
2023-02-28,Clothing,Online,Work Attire,4531.36,418.74
2023-02-28,Entertainment,Online,Video Games,4448.56,255.66
2023-02-28,Housing,Online,HOA Fees,2984.56,156.18
2023-02-28,Entertainment,Cash,Books And E-Books,555.57,48.48
2023-02-28,Utilities,Cash,Mobile Phone Bill,617.87,12.95
2023-02-28,Dining Out,Online,Dinner At A Restaurant,2903.85,4.75
2023-03-01,Clothing,Cash,Formal Wear,3351.63,288.56
2023-03-02,Utilities,Online,Internet Service,1596.84,38.01
2023-03-02,Clothing,Online,Athletic Wear,929.95,7.69
2023-03-02,Clothing,Online,Fashion Accessories,587.63,33.16
2023-03-02,Transportation,Cash,Car Maintenance,4726.05,110.03
2023-03-02,Travel,Online,Local Transportation,453.67,32.75
2023-03-03,Travel,Online,Local Transportation,403.89,7.27
2023-03-03,Subscriptions,Cash,Gaming Subscriptions,381.7,14.06
2023-03-03,Transportation,Cash,Vehicle Registration Fees,1568.85,123.64
2023-03-03,Subscriptions,Cash,Software Licenses,1205.31,114.35
2023-03-03,Dining Out,Cash,Coffee Shop Visit,465.57,19.99
2023-03-04,Entertainment,Cash,Sports Events Tickets,1708.03,105.3
2023-03-05,Entertainment,Cash,Sports Events Tickets,1131.2,57.01
2023-03-05,Transportation,Cash,Car Loan Payment,9682.11,897.73
2023-03-05,Health & Fitness,Cash,Yoga Classes,827.09,69.16
2023-03-05,Clothing,Online,Underwear And Socks,351.13,22.58
2023-03-05,Clothing,Cash,Athletic Wear,1998.48,147.19
2023-03-06,Dining Out,Cash,Desserts And Treats,336.22,8.05
2023-03-06,Entertainment,Cash,Movie Tickets,310.53,28.9
2023-03-06,Entertainment,Cash,Art Supplies,693.01,36.97
2023-03-06,Clothing,Cash,Casual Wear,2828.85,144.43
2023-03-06,Dining Out,Online,Coffee Shop Visit,221.86,10.23
2023-03-07,Subscriptions,Cash,Software Licenses,1891.73,89.19
2023-03-07,Clothing,Online,Work Attire,2938.26,11.84
2023-03-07,Dining Out,Cash,Dinner At A Restaurant,2337.36,176.41
2023-03-08,Housing,Online,HOA Fees,1138.22,7.25
2023-03-08,Dining Out,Online,Buffet Meals,1813.49,169.84
2023-03-08,Entertainment,Cash,Streaming Equipment,1534.43,91.37
2023-03-08,Transportation,Cash,Ride-Sharing Services,1377.56,44.92
2023-03-09,Utilities,Online,Mobile Phone Bill,1369.02,122.01
2023-03-09,Travel,Cash,Baggage Fees,868.07,63.44
2023-03-09,Health & Fitness,Online,Health Screenings,1469.87,140.3
2023-03-09,Clothing,Cash,Fashion Accessories,499.67,22.83
2023-03-09,Dining Out,Cash,Coffee Shop Visit,123.47,0.36
2023-03-10,Groceries,Cash,Staple Grains,496.42,30.43
2023-03-10,Entertainment,Online,Books And E-Books,409.1,7.34
2023-03-10,Health & Fitness,Cash,Gym Membership,2705.11,28.05
2023-03-11,Dining Out,Cash,Coffee Shop Visit,100.12,4.35
2023-03-11,Subscriptions,Cash,Online Learning Platforms,2667.92,70.15
2023-03-11,Utilities,Online,Gas Bill,610.96,37.03
2023-03-11,Housing,Cash,Home Repairs,9711.05,319.44
2023-03-11,Groceries,Cash,Meat And Fish,1097.56,71.54
2023-03-12,Entertainment,Online,Streaming Equipment,4914.28,8.22
2023-03-12,Transportation,Online,Public Transit Pass,743.41,58.62
2023-03-12,Transportation,Online,Vehicle Registration Fees,1495.55,12.06
2023-03-12,Travel,Cash,Car Rentals,4242.31,179.19
2023-03-12,Dining Out,Online,Brunch With Friends,760.99,62.88
2023-03-12,Dining Out,Cash,Coffee Shop Visit,194.7,10.89
2023-03-13,Groceries,Cash,Dairy Products,1669.07,84.63
2023-03-13,Housing,Cash,Utilities Included,163.1,6.92
2023-03-14,Transportation,Online,Car Loan Payment,3522.91,16.47
2023-03-14,Clothing,Online,Seasonal Clothing,2911.87,112.21
2023-03-14,Health & Fitness,Cash,Personal Training Sessions,4384.92,279.4
2023-03-14,Dining Out,Online,Coffee Shop Visit,129.88,5.23
2023-03-14,Dining Out,Online,Dinner At A Restaurant,2620.57,58.48
2023-03-15,Clothing,Cash,Work Attire,1698.41,146.1
2023-03-15,Health & Fitness,Cash,Nutritional Supplements,930.89,58.4
2023-03-15,Transportation,Cash,Public Transit Pass,1338.72,117.11
2023-03-15,Dining Out,Cash,Coffee Shop Visit,318.76,29.62
2023-03-16,Subscriptions,Online,Gym Membership,1917.14,144.06
2023-03-16,Clothing,Online,Casual Wear,2766.96,203.6
2023-03-16,Subscriptions,Cash,Online Learning Platforms,2973.67,145.64
2023-03-16,Subscriptions,Online,Software Licenses,587.62,6.46
2023-03-16,Travel,Cash,Tour Activities,1834.78,12.82
2023-03-17,Dining Out,Cash,Fast Food Meal,254.36,18.26
2023-03-17,Clothing,Online,Children's Apparel,1713.98,24.41
2023-03-17,Housing,Cash,Home Repairs,6096.99,190.3
2023-03-18,Clothing,Online,Tailoring Services,276.5,23.63
2023-03-18,Utilities,Cash,Electricity Bill,1153.65,23.64
2023-03-18,Dining Out,Online,Coffee Shop Visit,442.14,32.84
2023-03-19,Health & Fitness,Online,Medical Consultations,2249.98,111.92
2023-03-19,Dining Out,Online,Coffee Shop Visit,304.06,7.43
2023-03-19,Clothing,Online,Children's Apparel,724.64,60.89
2023-03-20,Housing,Online,Mortgage Payment,33027.24,2557.69
2023-03-20,Groceries,Online,Cleaning Supplies,1358.68,122.82
2023-03-20,Transportation,Online,Parking Fees,854.41,34.16
2023-03-20,Travel,Cash,Tour Activities,576.67,53.07
2023-03-21,Dining Out,Online,Street Food,358.91,25.47
2023-03-21,Entertainment,Cash,Sports Events Tickets,2406.01,153.94
2023-03-21,Housing,Online,Mortgage Payment,33522.94,1541.44
2023-03-21,Subscriptions,Online,Digital Magazine Subscriptions,385.93,23.49
2023-03-21,Dining Out,Cash,Dinner At A Restaurant,977.99,91.56
2023-03-21,Dining Out,Online,Coffee Shop Visit,357.02,1.81
2023-03-22,Transportation,Online,Car Maintenance,2015.89,197.17
2023-03-22,Subscriptions,Online,Software Licenses,1965.54,33.31
2023-03-22,Entertainment,Cash,Books And E-Books,815.0,57.79
2023-03-22,Travel,Online,Souvenirs,957.36,10.9
2023-03-23,Groceries,Online,Condiments And Spices,778.43,13.25
2023-03-23,Groceries,Cash,Baking Ingredients,969.24,18.72
2023-03-23,Transportation,Cash,Ride-Sharing Services,1412.15,67.68
2023-03-23,Utilities,Online,Water Bill,810.74,43.6
2023-03-24,Transportation,Cash,Public Transit Pass,972.06,88.13
2023-03-24,Transportation,Cash,Vehicle Registration Fees,1248.66,30.35
2023-03-24,Dining Out,Online,Desserts And Treats,445.93,23.86
2023-03-24,Housing,Online,Appliance Purchases,10038.61,397.61
2023-03-24,Subscriptions,Cash,Gym Membership,2835.93,163.27
2023-03-24,Dining Out,Online,Coffee Shop Visit,484.0,28.17
2023-03-25,Dining Out,Online,Buffet Meals,979.26,38.48
2023-03-25,Housing,Cash,Home Insurance,1735.06,171.52
2023-03-25,Entertainment,Online,Books And E-Books,953.15,12.11
2023-04-01,Clothing,Online,Underwear And Socks,666.31,18.79
2023-04-01,Utilities,Cash,Cable TV Subscription,1664.32,36.34
2023-04-01,Clothing,Online,Formal Wear,7197.46,585.37
2023-04-01,Dining Out,Cash,Brunch With Friends,1004.38,58.29
2023-04-01,Dining Out,Cash,Desserts And Treats,249.1,10.49
2023-04-02,Transportation,Online,Bicycle Repairs,546.78,15.24
2023-04-02,Transportation,Cash,Public Transit Pass,1496.33,142.59
2023-04-02,Health & Fitness,Cash,Health Screenings,1728.24,2.26
2023-04-02,Housing,Cash,Home Security System,3574.98,74.39
2023-04-02,Subscriptions,Cash,Gym Membership,2777.46,241.29
2023-04-03,Dining Out,Cash,Buffet Meals,1233.96,6.7
2023-04-03,Utilities,Cash,Cable TV Subscription,1901.47,5.42
2023-04-03,Groceries,Online,Frozen Foods,587.31,6.22
2023-04-03,Subscriptions,Cash,Software Licenses,1682.58,67.79
2023-04-03,Travel,Cash,Hotel Accommodation,5374.23,447.32
2023-04-03,Dining Out,Online,Coffee Shop Visit,442.18,2.6
2023-04-04,Groceries,Cash,Organic Produce,815.04,49.81
2023-04-05,Dining Out,Online,Street Food,150.6,7.04
2023-04-05,Subscriptions,Online,Software Licenses,1483.22,24.56
2023-04-06,Groceries,Online,Condiments And Spices,964.73,10.83
2023-04-06,Travel,Cash,Travel Insurance,2615.0,179.6
2023-04-06,Travel,Online,Dining While Traveling,1483.85,42.72
2023-04-06,Dining Out,Online,Coffee Shop Visit,132.35,12.74
2023-04-07,Groceries,Cash,Frozen Foods,968.35,84.65
2023-04-07,Entertainment,Online,Concert Tickets,960.74,75.3
2023-04-07,Entertainment,Online,Board Games,885.49,73.64
2023-04-07,Groceries,Cash,Meat And Fish,4973.96,387.98
2023-04-07,Subscriptions,Online,Meal Kit Subscriptions,1947.62,126.05
2023-04-07,Dining Out,Cash,Dinner At A Restaurant,2578.97,90.11
2023-04-08,Travel,Online,Travel Accessories,2324.78,42.95
2023-04-08,Health & Fitness,Online,Gym Membership,2008.98,103.01
2023-04-08,Entertainment,Cash,Theater Performances,2339.83,219.86
2023-04-08,Entertainment,Cash,Theater Performances,2705.1,174.45
2023-04-09,Health & Fitness,Online,Yoga Classes,972.29,15.31
2023-04-09,Travel,Online,Hotel Accommodation,18803.56,93.88
2023-04-09,Clothing,Online,Formal Wear,9446.47,293.18
2023-04-09,Entertainment,Cash,Books And E-Books,315.12,14.39
2023-04-09,Dining Out,Cash,Coffee Shop Visit,279.95,18.57
2023-04-10,Groceries,Online,Organic Produce,1835.83,9.46
2023-04-11,Subscriptions,Online,Gym Membership,2769.32,38.91
2023-04-11,Housing,Cash,Home Repairs,6515.93,53.08
2023-04-12,Subscriptions,Online,Meal Kit Subscriptions,1791.07,85.44
2023-04-12,Groceries,Online,Staple Grains,546.05,22.25
2023-04-12,Health & Fitness,Online,Gym Membership,1028.86,5.28
2023-04-12,Utilities,Cash,Gas Bill,1386.62,9.61
2023-04-12,Travel,Cash,Dining While Traveling,2762.09,73.79
2023-04-12,Dining Out,Online,Coffee Shop Visit,207.09,14.58
2023-04-13,Travel,Online,Travel Insurance,1983.95,107.73
2023-04-13,Utilities,Online,Water Bill,907.06,45.4
2023-04-14,Travel,Cash,Dining While Traveling,2173.27,165.58
2023-04-14,Housing,Online,Utilities Included,1738.31,58.84
2023-04-14,Housing,Cash,Furnishings,7857.82,643.5
2023-04-14,Transportation,Online,Car Loan Payment,7427.8,631.99
2023-04-14,Dining Out,Cash,Dinner At A Restaurant,2805.47,239.05
2023-04-15,Health & Fitness,Online,Medical Consultations,2961.64,24.32
2023-04-15,Subscriptions,Online,Streaming Services,354.47,25.62
2023-04-15,Dining Out,Cash,Coffee Shop Visit,107.38,5.04
2023-04-16,Subscriptions,Online,Online Learning Platforms,2217.98,140.44
2023-04-16,Housing,Online,Mortgage Payment,29843.05,1100.67
2023-04-17,Utilities,Cash,Gas Bill,634.29,7.49
2023-04-17,Transportation,Cash,Car Maintenance,4537.25,285.07
2023-04-18,Housing,Online,Appliance Purchases,20039.49,1416.75
2023-04-18,Clothing,Cash,Seasonal Clothing,2302.0,113.61
2023-04-18,Dining Out,Online,Coffee Shop Visit,200.75,17.84
2023-04-19,Health & Fitness,Online,Personal Training Sessions,3530.84,265.06
2023-04-19,Health & Fitness,Online,Gym Membership,1901.4,164.08
2023-04-19,Health & Fitness,Cash,Personal Training Sessions,4010.77,180.83
2023-04-20,Dining Out,Online,Coffee Shop Visit,324.47,7.05
2023-04-20,Health & Fitness,Online,Wellness Programs,1322.37,7.84
2023-04-20,Groceries,Online,Frozen Foods,390.69,9.1
2023-04-20,Clothing,Cash,Children's Apparel,2859.83,145.35
2023-04-20,Subscriptions,Online,Cloud Storage Services,208.79,1.25
2023-04-21,Dining Out,Online,Coffee Shop Visit,275.49,23.1
2023-04-21,Transportation,Online,Car Maintenance,3180.46,157.64
2023-04-21,Transportation,Cash,Car Loan Payment,7842.48,183.73
2023-04-21,Dining Out,Online,Lunch Takeaway,565.08,34.56
2023-04-21,Travel,Online,Car Rentals,2446.08,21.47
2023-04-21,Dining Out,Online,Dinner At A Restaurant,1455.86,3.16
2023-04-21,Dining Out,Online,Coffee Shop Visit,452.76,0.23
2023-04-22,Clothing,Cash,Fashion Accessories,638.17,6.98
2023-04-22,Travel,Cash,Hotel Accommodation,13074.64,337.46
2023-04-22,Groceries,Online,Fruits And Vegetables,1959.18,47.33
2023-04-23,Groceries,Cash,Meat And Fish,2891.9,27.03
2023-04-23,Travel,Cash,Car Rentals,1913.24,146.2
2023-04-23,Health & Fitness,Cash,Medical Consultations,4575.92,362.72
2023-04-23,Entertainment,Cash,Hobby Supplies,466.37,10.98
2023-04-23,Travel,Cash,Baggage Fees,1675.36,110.68
2023-04-24,Travel,Cash,Hotel Accommodation,9575.08,77.87
2023-04-24,Dining Out,Online,Coffee Shop Visit,300.02,7.41
2023-04-25,Groceries,Online,Staple Grains,876.77,19.14
2023-04-25,Transportation,Online,Bicycle Repairs,832.19,12.06
2023-04-25,Groceries,Cash,Dairy Products,980.24,16.71
2023-04-25,Groceries,Online,Organic Produce,1950.12,39.85
2023-04-26,Travel,Cash,Souvenirs,601.77,12.38
2023-04-27,Subscriptions,Online,Streaming Services,574.29,40.58
2023-04-27,Health & Fitness,Online,Personal Training Sessions,4478.73,306.33
2023-04-27,Subscriptions,Online,Gaming Subscriptions,1096.25,94.23
2023-04-27,Dining Out,Online,Coffee Shop Visit,317.53,8.1
2023-04-28,Entertainment,Cash,Art Supplies,1292.1,65.89
2023-04-28,Dining Out,Online,Dinner At A Restaurant,1352.05,52.9
2023-05-01,Housing,Cash,Furnishings,10825.01,293.94
2023-05-01,Dining Out,Cash,Special Occasion Dinner,2183.34,93.72
2023-05-02,Subscriptions,Online,Software Licenses,930.14,19.15
2023-05-02,Entertainment,Cash,Board Games,889.21,2.49
2023-05-02,Utilities,Cash,Gas Bill,1438.28,14.02
2023-05-02,Dining Out,Online,Fast Food Meal,262.77,18.4
2023-05-02,Clothing,Online,Underwear And Socks,566.09,8.38
2023-05-03,Subscriptions,Cash,Streaming Services,469.71,7.64
2023-05-03,Dining Out,Cash,Special Occasion Dinner,2291.95,60.8
2023-05-03,Subscriptions,Cash,Gaming Subscriptions,1104.23,53.59
2023-05-03,Groceries,Cash,Condiments And Spices,282.38,9.19
2023-05-03,Housing,Online,Home Insurance,1886.31,94.61
2023-05-03,Dining Out,Cash,Coffee Shop Visit,169.53,15.12
2023-05-04,Health & Fitness,Online,Health Screenings,1663.02,48.34
2023-05-05,Entertainment,Online,Theater Performances,1691.91,88.74
2023-05-05,Subscriptions,Cash,Gaming Subscriptions,1312.24,6.1
2023-05-06,Housing,Cash,Mortgage Payment,22218.57,1160.41
2023-05-06,Entertainment,Online,Hobby Supplies,1307.86,12.11
