Date,Category,Payment Mode,Description,Amount Paid,Cashback
2023-03-15,Transportation,Cash,Public Transit Pass,1338.72,117.11
2023-03-15,Dining Out,Cash,Coffee Shop Visit,318.76,29.62
2023-03-16,Subscriptions,Online,Gym Membership,1917.14,144.06
2023-03-16,Clothing,Online,Casual Wear,2766.96,203.6
2023-03-16,Subscriptions,Cash,Online Learning Platforms,2973.67,145.64
2023-03-16,Subscriptions,Online,Software Licenses,587.62,6.46
2023-03-16,Travel,Cash,Tour Activities,1834.78,12.82
2023-03-17,Dining Out,Cash,Fast Food Meal,254.36,18.26
2023-03-17,Clothing,Online,Children's Apparel,1713.98,24.41
2023-03-17,Housing,Cash,Home Repairs,6096.99,190.3
2023-03-18,Clothing,Online,Tailoring Services,276.5,23.63
2023-03-18,Utilities,Cash,Electricity Bill,1153.65,23.64
2023-03-18,Dining Out,Online,Coffee Shop Visit,442.14,32.84
2023-03-19,Health & Fitness,Online,Medical Consultations,2249.98,111.92
2023-03-19,Dining Out,Online,Coffee Shop Visit,304.06,7.43
2023-03-19,Clothing,Online,Children's Apparel,724.64,60.89
2023-03-20,Housing,Online,Mortgage Payment,33027.24,2557.69
2023-03-20,Groceries,Online,Cleaning Supplies,1358.68,122.82
2023-03-20,Transportation,Online,Parking Fees,854.41,34.16
2023-03-20,Travel,Cash,Tour Activities,576.67,53.07
2023-03-21,Dining Out,Online,Street Food,358.91,25.47
2023-03-21,Entertainment,Cash,Sports Events Tickets,2406.01,153.94
2023-03-21,Housing,Online,Mortgage Payment,33522.94,1541.44
2023-03-21,Subscriptions,Online,Digital Magazine Subscriptions,385.93,23.49
2023-03-21,Dining Out,Cash,Dinner At A Restaurant,977.99,91.56
2023-03-21,Dining Out,Online,Coffee Shop Visit,357.02,1.81
2023-03-22,Transportation,Online,Car Maintenance,2015.89,197.17
2023-03-22,Subscriptions,Online,Software Licenses,1965.54,33.31
2023-03-22,Entertainment,Cash,Books And E-Books,815.0,57.79
2023-03-22,Travel,Online,Souvenirs,957.36,10.9
2023-03-23,Groceries,Online,Condiments And Spices,778.43,13.25
2023-03-23,Groceries,Cash,Baking Ingredients,969.24,18.72
2023-03-23,Transportation,Cash,Ride-Sharing Services,1412.15,67.68
2023-03-23,Utilities,Online,Water Bill,810.74,43.6
2023-03-24,Transportation,Cash,Public Transit Pass,972.06,88.13
2023-03-24,Transportation,Cash,Vehicle Registration Fees,1248.66,30.35
2023-03-24,Dining Out,Online,Desserts And Treats,445.93,23.86
2023-03-24,Housing,Online,Appliance Purchases,10038.61,397.61
2023-03-24,Subscriptions,Cash,Gym Membership,2835.93,163.27
2023-03-24,Dining Out,Online,Coffee Shop Visit,484.0,28.17
2023-03-25,Dining Out,Online,Buffet Meals,979.26,38.48
2023-03-25,Housing,Cash,Home Insurance,1735.06,171.52
2023-03-25,Entertainment,Online,Books And E-Books,953.15,12.11
